12772 0.0  AUX --> do
1 0.0  VBD --> whistled
1 0.0  VBD --> wished
1 0.0  VBD --> xxx
1 0.0  VBD --> yoyoed
1 0.0  VBD --> zipped
1 0.0  VBD --> zippered
6028 0.0  VBG --> going
2183 0.0  VBG --> doing
482 0.0  VBG --> eating
437 0.0  VBG --> getting
356 0.0  VBG --> playing
355 0.0  VBG --> coming
338 0.0  VBG --> making
317 0.0  VBG --> looking
294 0.0  VBG --> putting
274 0.0  VBG --> talking
237 0.0  VBG --> trying
231 0.0  VBG --> sitting
219 0.0  VBG --> saying
203 0.0  VBG --> wearing
185 0.0  VBG --> having
179 0.0  VBG --> sleeping
176 0.0  VBG --> holding
161 0.0  VBG --> crying
155 0.0  VBG --> taking
127 0.0  VBG --> swimming
105 0.0  VBG --> giving
104 0.0  VBG --> drinking
96 0.0  VBG --> standing
93 0.0  VBG --> running
93 0.0  VBG --> walking
90 0.0  VBG --> happening
79 0.0  VBG --> telling
78 0.0  VBG --> jumping
78 0.0  VBG --> riding
78 0.0  VBG --> writing
75 0.0  VBG --> missing
74 0.0  VBG --> hiding
74 0.0  VBG --> working
72 0.0  VBG --> hanging
71 0.0  VBG --> raining
71 0.0  VBG --> singing
69 0.0  VBG --> watching
65 0.0  VBG --> falling
65 0.0  VBG --> reading
64 0.0  VBG --> thinking
58 0.0  VBG --> flying
55 0.0  VBG --> building
55 0.0  VBG --> dancing
54 0.0  VBG --> pushing
54 0.0  VBG --> sticking
53 0.0  VBG --> cutting
53 0.0  VBG --> moving
52 0.0  VBG --> cooking
52 0.0  VBG --> drawing
49 0.0  VBG --> waiting
49 0.0  VBG --> washing
47 0.0  VBG --> driving
47 0.0  VBG --> feeding
46 0.0  VBG --> carrying
45 0.0  VBG --> picking
44 0.0  VBG --> pulling
41 0.0  VBG --> chewing
41 0.0  VBG --> lying
41 0.0  VBG --> turning
40 0.0  VBG --> rolling
40 0.0  VBG --> using
37 0.0  VBG --> pretending
37 0.0  VBG --> teasing
36 0.0  VBG --> biting
35 0.0  VBG --> laughing
34 0.0  VBG --> asking
32 0.0  VBG --> blowing
32 0.0  VBG --> bringing
31 0.0  VBG --> fixing
31 0.0  VBG --> listening
31 0.0  VBG --> shopping
30 0.0  VBG --> climbing
30 0.0  VBG --> showing
30 0.0  VBG --> throwing
28 0.0  VBG --> calling
27 0.0  VBG --> swinging
26 0.0  VBG --> painting
26 0.0  VBG --> yelling
25 0.0  VBG --> fighting
25 0.0  VBG --> hugging
24 0.0  VBG --> hopping
24 0.0  VBG --> kidding
24 0.0  VBG --> kissing
23 0.0  VBG --> banging
23 0.0  VBG --> feeling
23 0.0  VBG --> growing
23 0.0  VBG --> hitting
22 0.0  VBG --> buying
22 0.0  VBG --> learning
21 0.0  VBG --> helping
21 0.0  VBG --> laying
21 0.0  VBG --> reaching
20 0.0  VBG --> patting
20 0.0  VBG --> shaking
20 0.0  VBG --> snowing
19 0.0  VBG --> chasing
19 0.0  VBG --> checking
19 0.0  VBG --> seeing
19 0.0  VBG --> spilling
19 0.0  VBG --> starting
19 0.0  VBG --> staying
19 0.0  VBG --> touching
18 0.0  VBG --> cleaning
18 0.0  VBG --> fooling
18 0.0  VBG --> licking
18 0.0  VBG --> pouring
17 0.0  VBG --> being
17 0.0  VBG --> losing
17 0.0  VBG --> opening
17 0.0  VBG --> smiling
17 0.0  VBG --> tickling
16 0.0  VBG --> breaking
16 0.0  VBG --> closing
16 0.0  VBG --> crawling
16 0.0  VBG --> fishing
15 0.0  VBG --> digging
15 0.0  VBG --> living
15 0.0  VBG --> mixing
15 0.0  VBG --> screaming
14 0.0  VBG --> bobbing
14 0.0  VBG --> dripping
14 0.0  VBG --> hurting
14 0.0  VBG --> keeping
14 0.0  VBG --> recording
14 0.0  VBG --> sliding
14 0.0  VBG --> tearing
13 0.0  VBG --> bouncing
13 0.0  VBG --> coloring
13 0.0  VBG --> dreaming
13 0.0  VBG --> knocking
12 0.0  VBG --> brushing
12 0.0  VBG --> clapping
12 0.0  VBG --> crossing
12 0.0  VBG --> leaving
12 0.0  VBG --> ringing
12 0.0  VBG --> rocking
12 0.0  VBG --> taping
11 0.0  VBG --> bending
11 0.0  VBG --> changing
11 0.0  VBG --> counting
11 0.0  VBG --> melting
11 0.0  VBG --> smoking
11 0.0  VBG --> visiting
10 0.0  VBG --> combing
10 0.0  VBG --> gon
10 0.0  VBG --> hammering
10 0.0  VBG --> juggling
10 0.0  VBG --> letting
10 0.0  VBG --> peeking
10 0.0  VBG --> sharing
10 0.0  VBG --> stepping
10 0.0  VBG --> waking
10 0.0  VBG --> yawning
9 0.0  VBG --> camping
9 0.0  VBG --> cracking
9 0.0  VBG --> freezing
9 0.0  VBG --> punching
9 0.0  VBG --> shooting
9 0.0  VBG --> spinning
9 0.0  VBG --> stretching
9 0.0  VBG --> teaching
9 0.0  VBG --> whining
9 0.0  VBG --> wondering
8 0.0  VBG --> catching
8 0.0  VBG --> minding
8 0.0  VBG --> popping
8 0.0  VBG --> sewing
8 0.0  VBG --> spitting
8 0.0  VBG --> squeaking
8 0.0  VBG --> testing
7 0.0  VBG --> acting
7 0.0  VBG --> beating
7 0.0  VBG --> bleeding
7 0.0  VBG --> covering
7 0.0  VBG --> dropping
7 0.0  VBG --> drying
7 0.0  VBG --> dying
7 0.0  VBG --> finding
7 0.0  VBG --> lifting
7 0.0  VBG --> scaring
7 0.0  VBG --> shaving
7 0.0  VBG --> skiing
7 0.0  VBG --> splashing
6 0.0  VBG --> housekeeping
6 0.0  VBG --> leaning
6 0.0  VBG --> messing
6 0.0  VBG --> oystering
6 0.0  VBG --> paying
6 0.0  VBG --> saving
6 0.0  VBG --> sending
6 0.0  VBG --> serving
6 0.0  VBG --> shrinking
6 0.0  VBG --> sweating
5 0.0  VBG --> baking
5 0.0  VBG --> bothering
5 0.0  VBG --> cheating
5 0.0  VBG --> coughing
5 0.0  VBG --> cuddling
5 0.0  VBG --> folding
5 0.0  VBG --> guessing
5 0.0  VBG --> killing
5 0.0  VBG --> liking
5 0.0  VBG --> marching
5 0.0  VBG --> racing
5 0.0  VBG --> rubbing
5 0.0  VBG --> setting
5 0.0  VBG --> slipping
5 0.0  VBG --> staring
5 0.0  VBG --> stopping
5 0.0  VBG --> sucking
5 0.0  VBG --> treating
5 0.0  VBG --> tumbling
5 0.0  VBG --> whispering
4 0.0  VBG --> barking
4 0.0  VBG --> blinking
4 0.0  VBG --> collecting
4 0.0  VBG --> faking
4 0.0  VBG --> forgetting
4 0.0  VBG --> goofing
4 0.0  VBG --> kicking
4 0.0  VBG --> peeling
4 0.0  VBG --> pointing
4 0.0  VBG --> poking
4 0.0  VBG --> practicing
4 0.0  VBG --> rowing
4 0.0  VBG --> rushing
4 0.0  VBG --> scratching
4 0.0  VBG --> shoveling
4 0.0  VBG --> speaking
4 0.0  VBG --> studying
4 0.0  VBG --> taperecording
4 0.0  VBG --> tying
4 0.0  VBG --> typing
4 0.0  VBG --> waving
3 0.0  VBG --> balancing
3 0.0  VBG --> bowling
3 0.0  VBG --> boxing
3 0.0  VBG --> bumping
3 0.0  VBG --> burning
3 0.0  VBG --> decorating
3 0.0  VBG --> diving
3 0.0  VBG --> dressing
3 0.0  VBG --> drooling
3 0.0  VBG --> emptying
3 0.0  VBG --> erasing
3 0.0  VBG --> expecting
3 0.0  VBG --> floating
3 0.0  VBG --> hearing
3 0.0  VBG --> joking
3 0.0  VBG --> kneeling
3 0.0  VBG --> leaking
3 0.0  VBG --> measuring
3 0.0  VBG --> meowing
3 0.0  VBG --> mumbling
3 0.0  VBG --> nibbling
3 0.0  VBG --> noticing
3 0.0  VBG --> parking
3 0.0  VBG --> rescuing
3 0.0  VBG --> rinsing
3 0.0  VBG --> sailing
3 0.0  VBG --> scooting
3 0.0  VBG --> selling
3 0.0  VBG --> shining
3 0.0  VBG --> slapping
3 0.0  VBG --> snapping
3 0.0  VBG --> spelling
3 0.0  VBG --> spending
3 0.0  VBG --> starving
3 0.0  VBG --> steering
3 0.0  VBG --> stirring
3 0.0  VBG --> teething
3 0.0  VBG --> undoing
3 0.0  VBG --> wanting
2 0.0  VBG --> absorbing
2 0.0  VBG --> answering
2 0.0  VBG --> backing
2 0.0  VBG --> becoming
2 0.0  VBG --> beginning
2 0.0  VBG --> boiling
2 0.0  VBG --> burping
2 0.0  VBG --> buttoning
2 0.0  VBG --> chopping
2 0.0  VBG --> complaining
2 0.0  VBG --> copying
2 0.0  VBG --> crunching
2 0.0  VBG --> disappearing
2 0.0  VBG --> dividing
2 0.0  VBG --> drowning
2 0.0  VBG --> dumping
2 0.0  VBG --> enjoying
2 0.0  VBG --> filling
2 0.0  VBG --> fizzing
2 0.0  VBG --> flashing
2 0.0  VBG --> gluing
2 0.0  VBG --> heading
2 0.0  VBG --> healing
2 0.0  VBG --> hoping
2 0.0  VBG --> hunting
2 0.0  VBG --> ironing
2 0.0  VBG --> knitting
2 0.0  VBG --> landing
2 0.0  VBG --> lighting
2 0.0  VBG --> loading
2 0.0  VBG --> loving
2 0.0  VBG --> mailing
2 0.0  VBG --> marking
2 0.0  VBG --> matching
2 0.0  VBG --> offering
2 0.0  VBG --> peeing
2 0.0  VBG --> planting
2 0.0  VBG --> put
2 0.0  VBG --> raking
2 0.0  VBG --> rewinding
2 0.0  VBG --> ruining
2 0.0  VBG --> sawing
2 0.0  VBG --> scribbling
2 0.0  VBG --> signing
2 0.0  VBG --> skating
2 0.0  VBG --> slithering
2 0.0  VBG --> smashing
2 0.0  VBG --> smelling
2 0.0  VBG --> sneezing
2 0.0  VBG --> soaking
2 0.0  VBG --> sorting
2 0.0  VBG --> sounding
2 0.0  VBG --> spraying
2 0.0  VBG --> squashing
2 0.0  VBG --> squeezing
2 0.0  VBG --> stomping
2 0.0  VBG --> stuffing
2 0.0  VBG --> subjecting
2 0.0  VBG --> tapping
2 0.0  VBG --> tasting
2 0.0  VBG --> tiring
2 0.0  VBG --> trading
2 0.0  VBG --> transcribing
2 0.0  VBG --> unscrewing
2 0.0  VBG --> ushering
2 0.0  VBG --> warming
2 0.0  VBG --> wasting
2 0.0  VBG --> whacking
2 0.0  VBG --> wiggling
2 0.0  VBG --> winding
2 0.0  VBG --> wunning
2 0.0  VBG --> zipping
1 0.0  VBG --> according
1 0.0  VBG --> aching
1 0.0  VBG --> adjusting
1 0.0  VBG --> advertising
1 0.0  VBG --> aging
1 0.0  VBG --> aiming
1 0.0  VBG --> annoying
1 0.0  VBG --> arguing
1 0.0  VBG --> arriving
1 0.0  VBG --> babbling
1 0.0  VBG --> baby_sitting
1 0.0  VBG --> babysitting
1 0.0  VBG --> bailing
1 0.0  VBG --> barbecuing
1 0.0  VBG --> bashing
1 0.0  VBG --> behaving
1 0.0  VBG --> blaming
1 0.0  VBG --> boarding
1 0.0  VBG --> boating
1 0.0  VBG --> bobbin
1 0.0  VBG --> bowing
1 0.0  VBG --> braiding
1 0.0  VBG --> buttering
1 0.0  VBG --> buzzing
1 0.0  VBG --> calming
1 0.0  VBG --> chirping
1 0.0  VBG --> choking
1 0.0  VBG --> chomping
1 0.0  VBG --> chucking
1 0.0  VBG --> circling
1 0.0  VBG --> clamping
1 0.0  VBG --> clicking
1 0.0  VBG --> clucking
1 0.0  VBG --> comin
1 0.0  VBG --> concentrating
1 0.0  VBG --> conshemptlating
1 0.0  VBG --> considering
1 0.0  VBG --> contemplating
1 0.0  VBG --> conversating
1 0.0  VBG --> cooling
1 0.0  VBG --> corrupting
1 0.0  VBG --> crocheting
1 0.0  VBG --> cruising
1 0.0  VBG --> curling
1 0.0  VBG --> dangling
1 0.0  VBG --> dashing
1 0.0  VBG --> destroying
1 0.0  VBG --> dialing
1 0.0  VBG --> diapering
1 0.0  VBG --> disturbing
1 0.0  VBG --> dl
1 0.0  VBG --> doingg
1 0.0  VBG --> done
1 0.0  VBG --> dragging
1 0.0  VBG --> dribbling
1 0.0  VBG --> drizzling
1 0.0  VBG --> dunking
1 0.0  VBG --> excavating
1 0.0  VBG --> exchanging
1 0.0  VBG --> explaining
1 0.0  VBG --> exploring
1 0.0  VBG --> facing
1 0.0  VBG --> finishing
1 0.0  VBG --> flinging
1 0.0  VBG --> flirting
1 0.0  VBG --> flopping
1 0.0  VBG --> following
1 0.0  VBG --> frying
1 0.0  VBG --> fussing
1 0.0  VBG --> gathering
1 0.0  VBG --> gaying
1 0.0  VBG --> giggling
1 0.0  VBG --> give
1 0.0  VBG --> grabbing
1 0.0  VBG --> graduating
1 0.0  VBG --> grinding
1 0.0  VBG --> groaning
1 0.0  VBG --> growling
1 0.0  VBG --> grumbling
1 0.0  VBG --> grunting
1 0.0  VBG --> gushing
1 0.0  VBG --> handing
1 0.0  VBG --> handling
1 0.0  VBG --> hang
1 0.0  VBG --> hatching
1 0.0  VBG --> heaving
1 0.0  VBG --> hiccoughing
1 0.0  VBG --> humming
1 0.0  VBG --> iceskating
1 0.0  VBG --> icing
1 0.0  VBG --> imitating
1 0.0  VBG --> improving
1 0.0  VBG --> improvising
1 0.0  VBG --> inching
1 0.0  VBG --> incriminating
1 0.0  VBG --> injecting
1 0.0  VBG --> insisting
1 0.0  VBG --> interrupting
1 0.0  VBG --> inviting
1 0.0  VBG --> itching
1 0.0  VBG --> judging
1 0.0  VBG --> knowing
1 0.0  VBG --> laughing>
1 0.0  VBG --> leaping
1 0.0  VBG --> lending
1 0.0  VBG --> limping
1 0.0  VBG --> linking
1 0.0  VBG --> marrying
1 0.0  VBG --> mashing
1 0.0  VBG --> meaning
1 0.0  VBG --> meeting
1 0.0  VBG --> milking
1 0.0  VBG --> moaning
1 0.0  VBG --> mocking
1 0.0  VBG --> mooshing
1 0.0  VBG --> murdering
1 0.0  VBG --> napping
1 0.0  VBG --> nipping
1 0.0  VBG --> noncooking
1 0.0  VBG --> nursing
1 0.0  VBG --> operating
1 0.0  VBG --> packing
1 0.0  VBG --> pasting
1 0.0  VBG --> pecking
1 0.0  VBG --> pedaling
1 0.0  VBG --> peeping
1 0.0  VBG --> perching
1 0.0  VBG --> plooping
1 0.0  VBG --> poompingc
1 0.0  VBG --> pressing
1 0.0  VBG --> protecting
1 0.0  VBG --> puffing
1 0.0  VBG --> purring
1 0.0  VBG --> rattling
1 0.0  VBG --> recurring
1 0.0  VBG --> regressing
1 0.0  VBG --> relaxing
1 0.0  VBG --> reminding
1 0.0  VBG --> responding
1 0.0  VBG --> ripping
1 0.0  VBG --> robbing
1 0.0  VBG --> rollingrollingrolling
1 0.0  VBG --> rooting
1 0.0  VBG --> roping
1 0.0  VBG --> rusting
1 0.0  VBG --> scraping
1 0.0  VBG --> screeching
1 0.0  VBG --> screwing
1 0.0  VBG --> scrubbing
1 0.0  VBG --> shedding
1 0.0  VBG --> shoving
1 0.0  VBG --> skipping
1 0.0  VBG --> slashing
1 0.0  VBG --> slobbering
1 0.0  VBG --> smacking
1 0.0  VBG --> smoothing
1 0.0  VBG --> smushing
1 0.0  VBG --> snowballing
1 0.0  VBG --> soaping
1 0.0  VBG --> spanking
1 0.0  VBG --> speeding
1 0.0  VBG --> splitting
1 0.0  VBG --> sprinkling
1 0.0  VBG --> squirting
1 0.0  VBG --> squishing
1 0.0  VBG --> stacking
1 0.0  VBG --> staining
1 0.0  VBG --> stalling
1 0.0  VBG --> stating
1 0.0  VBG --> stealing
1 0.0  VBG --> sting
1 0.0  VBG --> stinking
1 0.0  VBG --> straightening
1 0.0  VBG --> straying
1 0.0  VBG --> struggling
1 0.0  VBG --> strung
1 0.0  VBG --> stuttering
1 0.0  VBG --> suggesting
1 0.0  VBG --> surprising
1 0.0  VBG --> swearing
1 0.0  VBG --> sweeping
1 0.0  VBG --> threatening
1 0.0  VBG --> ticking
1 0.0  VBG --> tooting
1 0.0  VBG --> towing
1 0.0  VBG --> tracing
1 0.0  VBG --> tramping
1 0.0  VBG --> translating
1 0.0  VBG --> twirling
1 0.0  VBG --> twisting
1 0.0  VBG --> unbuttoning
1 0.0  VBG --> unsticking
1 0.0  VBG --> untying
1 0.0  VBG --> unwinding
1 0.0  VBG --> unwrapping
1 0.0  VBG --> wading
1 0.0  VBG --> wagging
1 0.0  VBG --> wandering
1 0.0  VBG --> weeding
1 0.0  VBG --> wheezing
1 0.0  VBG --> whirling
1 0.0  VBG --> willing
1 0.0  VBG --> winking
1 0.0  VBG --> wiping
1 0.0  VBG --> wishing
1 0.0  VBG --> worrying
1 0.0  VBG --> wracking
1 0.0  VBG --> wrapping
1 0.0  VBG --> wrecking
1 0.0  VBG --> zooming
613 0.0  VBN --> got
394 0.0  VBN --> called
216 0.0  VBN --> gone
201 0.0  VBN --> supposed
197 0.0  VBN --> seen
139 0.0  VBN --> done
107 0.0  VBN --> made
80 0.0  VBN --> broken
77 0.0  VBN --> stuck
73 0.0  VBN --> dressed
72 0.0  VBN --> finished
71 0.0  VBN --> had
46 0.0  VBN --> left
45 0.0  VBN --> hurt
42 0.0  VBN --> been
41 0.0  VBN --> cut
38 0.0  VBN --> lost
37 0.0  VBN --> put
30 0.0  VBN --> taken
29 0.0  VBN --> fixed
27 0.0  VBN --> heard
25 0.0  VBN --> scared
24 0.0  VBN --> named
23 0.0  VBN --> used
21 0.0  VBN --> closed
21 0.0  VBN --> come
20 0.0  VBN --> burned
20 0.0  VBN --> married
17 0.0  VBN --> cooked
17 0.0  VBN --> gotten
16 0.0  VBN --> washed
15 0.0  VBN --> caught
15 0.0  VBN --> mixed
14 0.0  VBN --> undressed
13 0.0  VBN --> born
13 0.0  VBN --> covered
13 0.0  VBN --> learned
12 0.0  VBN --> eaten
12 0.0  VBN --> happened
12 0.0  VBN --> picked
12 0.0  VBN --> played
12 0.0  VBN --> started
12 0.0  VBN --> told
11 0.0  VBN --> found
11 0.0  VBN --> torn
10 0.0  VBN --> allowed
10 0.0  VBN --> locked
9 0.0  VBN --> asked
9 0.0  VBN --> built
9 0.0  VBN --> filled
9 0.0  VBN --> folded
9 0.0  VBN --> tied
8 0.0  VBN --> bought
8 0.0  VBN --> brought
8 0.0  VBN --> colored
8 0.0  VBN --> invited
8 0.0  VBN --> turned
8 0.0  VBN --> worn
7 0.0  VBN --> confused
7 0.0  VBN --> grown
7 0.0  VBN --> held
7 0.0  VBN --> knocked
7 0.0  VBN --> ripped
7 0.0  VBN --> said
7 0.0  VBN --> set
6 0.0  VBN --> changed
6 0.0  VBN --> combed
6 0.0  VBN --> forgotten
6 0.0  VBN --> given
6 0.0  VBN --> pushed
6 0.0  VBN --> ruined
6 0.0  VBN --> tried
6 0.0  VBN --> written
5 0.0  VBN --> buried
5 0.0  VBN --> cleaned
5 0.0  VBN --> excused
5 0.0  VBN --> hit
5 0.0  VBN --> hooked
5 0.0  VBN --> kissed
5 0.0  VBN --> known
5 0.0  VBN --> looked
5 0.0  VBN --> opened
5 0.0  VBN --> soaked
5 0.0  VBN --> watched
4 0.0  VBN --> attached
4 0.0  VBN --> baked
4 0.0  VBN --> blamed
4 0.0  VBN --> blown
4 0.0  VBN --> brushed
4 0.0  VBN --> cooled
4 0.0  VBN --> dried
4 0.0  VBN --> dropped
4 0.0  VBN --> glued
4 0.0  VBN --> hidden
4 0.0  VBN --> mashed
4 0.0  VBN --> messed
4 0.0  VBN --> met
4 0.0  VBN --> read
4 0.0  VBN --> run
4 0.0  VBN --> shrunk
4 0.0  VBN --> stopped
4 0.0  VBN --> sunburned
4 0.0  VBN --> thought
4 0.0  VBN --> thrown
4 0.0  VBN --> tired
4 0.0  VBN --> wiped
3 0.0  VBN --> burnt
3 0.0  VBN --> fed
3 0.0  VBN --> hugged
3 0.0  VBN --> hung
3 0.0  VBN --> kept
3 0.0  VBN --> laid
3 0.0  VBN --> loved
3 0.0  VBN --> melted
3 0.0  VBN --> moved
3 0.0  VBN --> packed
3 0.0  VBN --> poured
3 0.0  VBN --> prepared
3 0.0  VBN --> punished
3 0.0  VBN --> rained
3 0.0  VBN --> scratched
3 0.0  VBN --> sewedn
3 0.0  VBN --> shaved
3 0.0  VBN --> squished
3 0.0  VBN --> stepped
3 0.0  VBN --> stung
3 0.0  VBN --> twisted
3 0.0  VBN --> untied
3 0.0  VBN --> warmed
3 0.0  VBN --> worked
3 0.0  VBN --> wound
3 0.0  VBN --> wrapped
2 0.0  VBN --> arrested
2 0.0  VBN --> attracted
2 0.0  VBN --> barbecued
2 0.0  VBN --> beat
2 0.0  VBN --> become
2 0.0  VBN --> bent
2 0.0  VBN --> bitten
2 0.0  VBN --> blocked
2 0.0  VBN --> booked
2 0.0  VBN --> breaded
2 0.0  VBN --> bumped
2 0.0  VBN --> carried
2 0.0  VBN --> checked
2 0.0  VBN --> chopped
2 0.0  VBN --> collected
2 0.0  VBN --> connected
2 0.0  VBN --> convinced
2 0.0  VBN --> cracked
2 0.0  VBN --> cuddled
2 0.0  VBN --> determined
2 0.0  VBN --> drawn
2 0.0  VBN --> drowned
2 0.0  VBN --> examined
2 0.0  VBN --> exposed
2 0.0  VBN --> fitted
2 0.0  VBN --> frozen
2 0.0  VBN --> frustrated
2 0.0  VBN --> funded
2 0.0  VBN --> ironed
2 0.0  VBN --> lined
2 0.0  VBN --> murdered
2 0.0  VBN --> offered
2 0.0  VBN --> painted
2 0.0  VBN --> parked
2 0.0  VBN --> pinned
2 0.0  VBN --> plugged
2 0.0  VBN --> popped
2 0.0  VBN --> pulled
2 0.0  VBN --> rearranged
2 0.0  VBN --> related
2 0.0  VBN --> ridden
2 0.0  VBN --> screwed
2 0.0  VBN --> sewed
2 0.0  VBN --> shaped
2 0.0  VBN --> shipped
2 0.0  VBN --> shot
2 0.0  VBN --> skinned
2 0.0  VBN --> slipped
2 0.0  VBN --> smashed
2 0.0  VBN --> smoked
2 0.0  VBN --> smudged
2 0.0  VBN --> spanked
2 0.0  VBN --> spit
2 0.0  VBN --> splashed
2 0.0  VBN --> stayed
2 0.0  VBN --> straightened
2 0.0  VBN --> structured
2 0.0  VBN --> sung
2 0.0  VBN --> suppose
2 0.0  VBN --> surprised
2 0.0  VBN --> tickled
2 0.0  VBN --> touched
2 0.0  VBN --> tripped
2 0.0  VBN --> understood
2 0.0  VBN --> unhooked
2 0.0  VBN --> woken
1 0.0  VBN --> activated
1 0.0  VBN --> adjusted
1 0.0  VBN --> amused
1 0.0  VBN --> answered
1 0.0  VBN --> appreciated
1 0.0  VBN --> arrived
1 0.0  VBN --> based
1 0.0  VBN --> bathed
1 0.0  VBN --> bit
1 0.0  VBN --> bled
1 0.0  VBN --> bored
1 0.0  VBN --> bothered
1 0.0  VBN --> breaked
1 0.0  VBN --> buckled
1 0.0  VBN --> busted
1 0.0  VBN --> caged
1 0.0  VBN --> cancelled
1 0.0  VBN --> captured
1 0.0  VBN --> caused
1 0.0  VBN --> chewed
1 0.0  VBN --> clean
1 0.0  VBN --> cleared
1 0.0  VBN --> clutched
1 0.0  VBN --> considered
1 0.0  VBN --> crossed
1 0.0  VBN --> dated
1 0.0  VBN --> dead
1 0.0  VBN --> delivered
1 0.0  VBN --> deprived
1 0.0  VBN --> designed
1 0.0  VBN --> dipped
1 0.0  VBN --> disappeared
1 0.0  VBN --> disappointed
1 0.0  VBN --> dissolved
1 0.0  VBN --> dolled
1 0.0  VBN --> dress
1 0.0  VBN --> drunk
1 0.0  VBN --> dumped
1 0.0  VBN --> embedded
1 0.0  VBN --> engaged
1 0.0  VBN --> enlarged
1 0.0  VBN --> erased
1 0.0  VBN --> estimated
1 0.0  VBN --> expected
1 0.0  VBN --> faked
1 0.0  VBN --> fascinated
1 0.0  VBN --> fashioned
1 0.0  VBN --> felt
1 0.0  VBN --> figured
1 0.0  VBN --> fired
1 0.0  VBN --> firm
1 0.0  VBN --> fit
1 0.0  VBN --> flattened
1 0.0  VBN --> flattered
1 0.0  VBN --> flown
1 0.0  VBN --> focused
1 0.0  VBN --> fouled
1 0.0  VBN --> fried
1 0.0  VBN --> frightened
1 0.0  VBN --> gave
1 0.0  VBN --> gypped
1 0.0  VBN --> hammered
1 0.0  VBN --> healed
1 0.0  VBN --> hid
1 0.0  VBN --> hitched
1 0.0  VBN --> holdedn
1 0.0  VBN --> hoped
1 0.0  VBN --> hopped
1 0.0  VBN --> ignored
1 0.0  VBN --> included
1 0.0  VBN --> interested
1 0.0  VBN --> interrupted
1 0.0  VBN --> investigated
1 0.0  VBN --> joined
1 0.0  VBN --> jumped
1 0.0  VBN --> knockkneed
1 0.0  VBN --> knotted
1 0.0  VBN --> landscaped
1 0.0  VBN --> lasted
1 0.0  VBN --> led
1 0.0  VBN --> let
1 0.0  VBN --> licked
1 0.0  VBN --> lifted
1 0.0  VBN --> liked
1 0.0  VBN --> lived
1 0.0  VBN --> loused
1 0.0  VBN --> mailed
1 0.0  VBN --> marked
1 0.0  VBN --> meant
1 0.0  VBN --> milked
1 0.0  VBN --> missed
1 0.0  VBN --> mistaken
1 0.0  VBN --> needed
1 0.0  VBN --> noticed
1 0.0  VBN --> occupied
1 0.0  VBN --> operated
1 0.0  VBN --> ordered
1 0.0  VBN --> organized
1 0.0  VBN --> outgrown
1 0.0  VBN --> overturned
1 0.0  VBN --> owned
1 0.0  VBN --> paid
1 0.0  VBN --> peed
1 0.0  VBN --> peeled
1 0.0  VBN --> pet
1 0.0  VBN --> piled
1 0.0  VBN --> pissed
1 0.0  VBN --> placed
1 0.0  VBN --> plopped
1 0.0  VBN --> posted
1 0.0  VBN --> practiced
1 0.0  VBN --> processed
1 0.0  VBN --> punched
1 0.0  VBN --> raced
1 0.0  VBN --> recuperated
1 0.0  VBN --> repaired
1 0.0  VBN --> rested
1 0.0  VBN --> reversed
1 0.0  VBN --> revived
1 0.0  VBN --> rinsed
1 0.0  VBN --> rocked
1 0.0  VBN --> rolled
1 0.0  VBN --> scalded
1 0.0  VBN --> scrunched
1 0.0  VBN --> sealed
1 0.0  VBN --> sent
1 0.0  VBN --> severed
1 0.0  VBN --> sewn
1 0.0  VBN --> shared
1 0.0  VBN --> shifted
1 0.0  VBN --> shortened
1 0.0  VBN --> shown
1 0.0  VBN --> shut
1 0.0  VBN --> signed
1 0.0  VBN --> singled
1 0.0  VBN --> slapped
1 0.0  VBN --> snapped
1 0.0  VBN --> snowed
1 0.0  VBN --> sold
1 0.0  VBN --> solved
1 0.0  VBN --> spelled
1 0.0  VBN --> spoiled
1 0.0  VBN --> sprinkled
1 0.0  VBN --> stacked
1 0.0  VBN --> stained
1 0.0  VBN --> stapled
1 0.0  VBN --> startled
1 0.0  VBN --> stolen
1 0.0  VBN --> stored
1 0.0  VBN --> stunned
1 0.0  VBN --> sunscreen
1 0.0  VBN --> talked
1 0.0  VBN --> tangled
1 0.0  VBN --> taped
1 0.0  VBN --> taught
1 0.0  VBN --> threatened
1 0.0  VBN --> threw
1 0.0  VBN --> thrilled
1 0.0  VBN --> tilted
1 0.0  VBN --> tore
1 0.0  VBN --> towed
1 0.0  VBN --> trained
1 0.0  VBN --> tucked
1 0.0  VBN --> undone
1 0.0  VBN --> unlocked
1 0.0  VBN --> unraveled
1 0.0  VBN --> untangled
1 0.0  VBN --> waited
1 0.0  VBN --> wandered
1 0.0  VBN --> wanted
1 0.0  VBN --> watered
1 0.0  VBN --> went
1 0.0  VBN --> worried
1 0.0  VBN --> wrecked
1 0.0  VBN --> yelled
1 0.0  VBN --> yeowedn
1336 0.0  VBP --> know
1248 0.0  VBP --> think
1034 0.0  VBP --> want
952 0.0  VBP --> have
680 0.0  VBP --> go
462 0.0  VBP --> see
409 0.0  VBP --> like
308 0.0  VBP --> do
264 0.0  VBP --> get
217 0.0  VBP --> need
214 0.0  VBP --> guess
210 0.0  VBP --> put
199 0.0  VBP --> look
176 0.0  VBP --> thank
146 0.0  VBP --> mean
120 0.0  VBP --> say
118 0.0  VBP --> eat
117 0.0  VBP --> come
112 0.0  VBP --> bet
